taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
4XZLJ	Solanum asperolanatum Ruiz & Pav.	4XZLJ	Solanum asperolanatum Ruiz & Pav.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Solanum	63SD9	Solanum asperolanatum	4XZLJ	LC
6TTGF	Paullinia meliifolia Juss.	6TTGF	Paullinia meliifolia Juss.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Paullinia	6JPH	Paullinia meliifolia	6TTGF	
35MSX	Dichondra sericea Sw.	35MSX	Dichondra sericea Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Dichondra	44MQ	Dichondra sericea	35MSX	
VL5J	Cissus verticillata (L.) Nicolson & C.E.Jarvis	VL5J	Cissus verticillata (L.) Nicolson & C.E.Jarvis	6	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Cissus	62LDS	Cissus verticillata	VL5J	LC
76DR	Qualea Aubl.	76DR	Qualea Aubl.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Vochysiaceae	HV2	Qualea	76DR			
64Q2D	Actinostemon klotzschii (Didr.) Pax	64Q2D	Actinostemon klotzschii (Didr.) Pax	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Actinostemon	8VT8V	Actinostemon klotzschii	64Q2D	LC
6V2VL	Peperomia hydrocotyloides Miq.	6V2VL	Peperomia hydrocotyloides Miq.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia hydrocotyloides	6V2VL	
VKZ8	Cissus serroniana (Glaz.) Lombardi	VKZ8	Cissus serroniana (Glaz.) Lombardi	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Vitales	6237J	Vitaceae	6273G	Cissus	62LDS	Cissus serroniana	VKZ8	
6CK	Anacardiaceae R.Br.	6CK	Anacardiaceae R.Br.	1	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Anacardiaceae	6CK					
8W3TV	Stillingia L.	8W3TV	Stillingia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Stillingia	8W3TV			
62L7Q	Cleome L.	62L7Q	Cleome L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Capparales	V5D96	Cleomaceae	8BN	Cleome	62L7Q			
3XTT	Cyclanthera Schrad.	3XTT	Cyclanthera Schrad.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Cucurbitales	32L	Cucurbitaceae	8SC	Cyclanthera	3XTT			
3FGW8	Geissomeria schottiana Nees	5VLX4	Aphelandra schottiana (Nees) Profice	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Aphelandra	YCM	Aphelandra schottiana	5VLX4	
4WP73	Senna affinis (Benth.) H.S.Irwin & Barneby	4WP73	Senna affinis (Benth.) H.S.Irwin & Barneby	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna affinis	4WP73	
39GXQ	Emilia sonchifolia (L.) DC. ex Wight	39GXQ	Emilia sonchifolia (L.) DC. ex Wight	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Emilia	4B9B	Emilia sonchifolia	39GXQ	
6HB66	Euphorbia zonosperma Müll.Arg.	6HB66	Euphorbia zonosperma Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Euphorbia	8VRY5	Euphorbia zonosperma	6HB66	
6L2	Apocynaceae Juss.	6L2	Apocynaceae Juss.	2	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2					
3CKB6	Eupatorium megaphyllum Baker	ZJKM	Critonia megaphylla (Baker) R.M.King & H.Rob.	2	SPECIES	AMBIGUOUS_SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Critonia	3VZT	Critonia megaphylla	ZJKM	
6QGL	Pilocarpus Vahl	6QGL	Pilocarpus Vahl	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Rutaceae	626WT	Pilocarpus	6QGL			
3PQ24	Inga striata Benth.	3PQ24	Inga striata Benth.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Inga	9CL35	Inga striata	3PQ24	LC
36HF7	Diplazium cristatum (Desr.) Alston	36HF7	Diplazium cristatum (Desr.) Alston	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Athyriaceae	6VS	Diplazium	465R	Diplazium cristatum	36HF7	
6JJ8F	Forsteronia thyrsoidea (Vell.) Müll.Arg.	6JJ8F	Forsteronia thyrsoidea (Vell.) Müll.Arg.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Forsteronia	62T2Y	Forsteronia thyrsoidea	6JJ8F	
68F7M	Bastardiopsis densiflora (Hook. & Arn.) Hassl.	68F7M	Bastardiopsis densiflora (Hook. & Arn.) Hassl.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Bastardiopsis	38GP	Bastardiopsis densiflora	68F7M	
VLG66	Baccharis trinervis Pers.	VLG66	Baccharis trinervis Pers.	1	SPECIES	PROVISIONALLY_ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Baccharis	372Q	Baccharis trinervis	VLG66	
ZRCL	Croton urucurana Baill.	ZRCL	Croton urucurana Baill.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB	Croton urucurana	ZRCL	LC
3H4P4	Gouania latifolia Reissek	3H4P4	Gouania latifolia Reissek	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Rhamnaceae	FN6	Gouania	4QGM	Gouania latifolia	3H4P4	
6B2RP	Corchorus hirtus L.	6B2RP	Corchorus hirtus L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Corchorus	3TYJ	Corchorus hirtus	6B2RP	
5XZY7	Chomelia obtusa Cham. & Schltdl.	5XZY7	Chomelia obtusa Cham. & Schltdl.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Chomelia	8VW7S	Chomelia obtusa	5XZY7	LC
4FJCX	Pfaffia glomerata (Spreng.) Pedersen	4FJCX	Pfaffia glomerata (Spreng.) Pedersen	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Amaranthaceae	68Z	Pfaffia	6M9J	Pfaffia glomerata	4FJCX	
62MK7	Cordia L.	62MK7	Cordia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Boraginales	TW	Cordiaceae	7NGXW	Cordia	62MK7			
4TMKT	Rudgea recurva Müll.Arg.	4TMKT	Rudgea recurva Müll.Arg.	5	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Rudgea	8W384	Rudgea recurva	4TMKT	LC
4PQQB	Psychotria tenuifolia Sw.	4PQQB	Psychotria tenuifolia Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Psychotria	8VSFT	Psychotria tenuifolia	4PQQB	
6FDB6	Enterolobium contortisiliquum (Vell.) Morong	6FDB6	Enterolobium contortisiliquum (Vell.) Morong	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Enterolobium	9CKQ2	Enterolobium contortisiliquum	6FDB6	LC
3RR8P	Lacistema hasslerianum Chodat	3RR8P	Lacistema hasslerianum Chodat	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Lacistemataceae	BPZ	Lacistema	62VN4	Lacistema hasslerianum	3RR8P	LC
622JV	Celastraceae R.Br.	622JV	Celastraceae R.Br.	2	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Celastrales	W8	Celastraceae	622JV					
48GJL	Ocimum selloi Benth.	48GC5	Ocimum carnosum (Spreng.) Link & Otto ex Benth.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Ocimum	8VZSY	Ocimum carnosum	48GC5	
BTTW9	Pseudalbizzia niopoides var. niopoides	BTTW9	Pseudalbizzia niopoides var. niopoides	1	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Pseudalbizzia	9CSYT	Pseudalbizzia niopoides	BTSFH	
4L7SD	Polygala leptocaulis Torr. & A.Gray	BRHPQ	Senega appendiculata (Vell.) J.F.B.Pastore & J.R.Abbott	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Polygalaceae	627KC	Senega	L2LDN	Senega appendiculata	BRHPQ	
4GZ6K	Phyla nodiflora (L.) Greene	4GZ6K	Phyla nodiflora (L.) Greene	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Phyla	99CWM	Phyla nodiflora	4GZ6K	LC
S5JP	Cenchrus polystachios (L.) Morrone	4X2HZ	Setaria parviflora (Poir.) Kerguélen	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Setaria	8W3JT	Setaria parviflora	4X2HZ	
3LZZR	Hippocratea volubilis L.	3LZZR	Hippocratea volubilis L.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Celastrales	W8	Celastraceae	622JV	Hippocratea	4XF5	Hippocratea volubilis	3LZZR	
RWC9	Cattleya bicolor Lindl.	RWC9	Cattleya bicolor Lindl.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Asparagales	SP	Orchidaceae	DPL	Cattleya	8VW29	Cattleya bicolor	RWC9	
7GF8K	Zollernia ilicifolia (Brongn.) Vogel	7GF8K	Zollernia ilicifolia (Brongn.) Vogel	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Zollernia	9CMHW	Zollernia ilicifolia	7GF8K	LC
QT7W	Capsicum praetermissum Heiser & P.G.Sm.	99M3Y	Capsicum rabenii Sendtn.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Capsicum	3H75	Capsicum rabenii	99M3Y	
47DWY	Niedenzuella multiglandulosa (A.Juss.) W.R.Anderson	47DWY	Niedenzuella multiglandulosa (A.Juss.) W.R.Anderson	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Niedenzuella	6429	Niedenzuella multiglandulosa	47DWY	
3PW7N	Ipomoea hederifolia L.	3PW7N	Ipomoea hederifolia L.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea hederifolia	3PW7N	
5LQF	Mascagnia (Bertero ex DC.) Colla	5LQF	Mascagnia (Bertero ex DC.) Colla	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Mascagnia	5LQF			
8VWKB	Croton L.	8VWKB	Croton L.	3	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB			
623QT	Fabaceae Lindl.	623QT	Fabaceae Lindl.	2	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT					
6V2HQ	Peplonia axillaris (Vell.) Fontella & Rapini	6V2HQ	Peplonia axillaris (Vell.) Fontella & Rapini	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Peplonia	6KXY	Peplonia axillaris	6V2HQ	
44GKF	Mourera aspera (Bong.) Tul.	44GKF	Mourera aspera (Bong.) Tul.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Podostemaceae	627H3	Mourera	5VG4	Mourera aspera	44GKF	
8WZRJ	Palicourea mamillaris (Müll.Arg.) C.M.Taylor	8WZRJ	Palicourea mamillaris (Müll.Arg.) C.M.Taylor	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Palicourea	8W237	Palicourea mamillaris	8WZRJ	LC
NSDZ	Bulbostylis junciformis (Kunth) C.B.Clarke	NSDZ	Bulbostylis junciformis (Kunth) C.B.Clarke	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Cyperaceae	8W5	Bulbostylis	8VVSM	Bulbostylis junciformis	NSDZ	
653N8	Adiantum pulverulentum L.	653N8	Adiantum pulverulentum L.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum pulverulentum	653N8	
78L79	Pteris plumula Desv.	6WL5K	Pteris quadriaurita Retz.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Pteris	74M5	Pteris quadriaurita	6WL5K	
DX2Q	Anemia × candidoi Brade	DX2Q	Anemia × candidoi Brade	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Schizaeales	42B	Anemiaceae	6233J	Anemia	VXL	Anemia candidoi	DX2Q	DD
HJQB	Asplenium abscissum Willd.	HJQB	Asplenium abscissum Willd.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Asplenium	346X	Asplenium abscissum	HJQB	
4D9HM	Parapolystichum effusum (Sw.) Ching	4D9HM	Parapolystichum effusum (Sw.) Ching	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Dryopteridaceae	9H9	Parapolystichum	B8Z2M	Parapolystichum effusum	4D9HM	
3NHQW	Hymenasplenium laetum (Sw.) L.Regalado & Prada	3NHQW	Hymenasplenium laetum (Sw.) L.Regalado & Prada	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Hymenasplenium	5269	Hymenasplenium laetum	3NHQW	
64S5M	Adiantopsis perfasciculata Sehnem	64S5M	Adiantopsis perfasciculata Sehnem	6	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantopsis	627W6	Adiantopsis perfasciculata	64S5M	
HJYL	Asplenium brasiliense Sw.	HJYL	Asplenium brasiliense Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Asplenium	346X	Asplenium brasiliense	HJYL	
64RLD	Adiantum pectinatum Kunze ex Ettingsh.	64RLD	Adiantum pectinatum Kunze ex Ettingsh.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum pectinatum	64RLD	
653M9	Adiantum raddianum C.Presl	653M9	Adiantum raddianum C.Presl	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum raddianum	653M9	
653MR	Adiantum platyphyllum Sw.	653MR	Adiantum platyphyllum Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum platyphyllum	653MR	
553B6	Tectaria pilosa (Fée) R.C.Moran	553B6	Tectaria pilosa (Fée) R.C.Moran	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Tectariaceae	GY5	Tectaria	7T8Y	Tectaria pilosa	553B6	
64RG6	Adiantum diogoanum Glaz. ex Baker	64RG6	Adiantum diogoanum Glaz. ex Baker	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum diogoanum	64RG6	
3NWHD	Hypolepis aquilinaris (Fée) Christ	5KRMK	Pteridium esculentum subsp. arachnoideum (Kaulf.) J.A.Thomson	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Dennstaedtiaceae	946	Pteridium	74L6	Pteridium esculentum	BB93W	
3SHSV	Lastreopsis effusa (Sw.) Tindale	5K745	Parapolystichum effusum subsp. effusum	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Dryopteridaceae	9H9	Parapolystichum	B8Z2M	Parapolystichum effusum	4D9HM	
653CN	Adiantum subcordatum Sw.	653CN	Adiantum subcordatum Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum subcordatum	653CN	
DWZF	Anemia rotundifolia Schrad.	DWZF	Anemia rotundifolia Schrad.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Schizaeales	42B	Anemiaceae	6233J	Anemia	VXL	Anemia rotundifolia	DWZF	
8R86C	Christella berroi (C.Chr.) Salino & A.R.Sm.	8RTXR	Pelazoneuron berroi (C.Chr.) A.R.Sm. & S.E.Fawc.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Thelypteridaceae	626PQ	Pelazoneuron	8RTTY	Pelazoneuron berroi	8RTXR	
7BW5Q	Thelypteris patens (Sw.) Small	8RV2M	Pelazoneuron patens (Sw.) A.R.Sm. & S.E.Fawc.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Thelypteridaceae	626PQ	Pelazoneuron	8RTTY	Pelazoneuron patens	8RV2M	
4WCK4	Selaginella sulcata (Desv. ex Poir.) Spring ex Mart.	4WCK4	Selaginella sulcata (Desv. ex Poir.) Spring ex Mart.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Lycopodiopsida	LYC	Selaginellales	432	Selaginellaceae	B8VC6	Selaginella	7F6X	Selaginella sulcata	4WCK4	
699PS	Campyloneurum rigidum J.Sm.	699PS	Campyloneurum rigidum J.Sm.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Polypodiaceae	627JZ	Campyloneurum	3GMJ	Campyloneurum rigidum	699PS	
42X6N	Microgramma lindbergii (Mett.) de la Sota	42X6N	Microgramma lindbergii (Mett.) de la Sota	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Polypodiaceae	627JZ	Microgramma	63B5J	Microgramma lindbergii	42X6N	
5YGRB	Christella dentata (Forssk.) Brownsey & Jermy	5YGRB	Christella dentata (Forssk.) Brownsey & Jermy	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Thelypteridaceae	626PQ	Christella	B8XMY	Christella dentata	5YGRB	
3GXDX	Goniopteris lugubris (Mett.) Brade	3GXDX	Goniopteris lugubris (Mett.) Brade	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Thelypteridaceae	626PQ	Goniopteris	4Q6Q	Goniopteris lugubris	3GXDX	
DWWV	Anemia hirsuta (L.) Sw.	DWWV	Anemia hirsuta (L.) Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Schizaeales	42B	Anemiaceae	6233J	Anemia	VXL	Anemia hirsuta	DWWV	
653KN	Adiantum lorentzii Hieron.	653KN	Adiantum lorentzii Hieron.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum lorentzii	653KN	
HJYF	Asplenium bradei Rosenst.	HJYF	Asplenium bradei Rosenst.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Asplenium	346X	Asplenium bradei	HJYF	
7MG7S	Pleopeltis polypodioides var. burchellii (Baker) A.R.Sm.	4K7NN	Pleopeltis burchellii (Baker) Hickey & Sprunt ex A.R.Sm.	1	VARIETY	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Polypodiaceae	627JZ	Pleopeltis	6SH4	Pleopeltis burchellii	4K7NN	
6WKQJ	Pteris denticulata Sw.	6WKQJ	Pteris denticulata Sw.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Pteris	74M5	Pteris denticulata	6WKQJ	
3WLSD	Lycopodiella geometra B.Øllg. & P.G.Windisch	3WLSD	Lycopodiella geometra B.Øllg. & P.G.Windisch	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Lycopodiopsida	LYC	Lycopodiales	3HC	Lycopodiaceae	C9G	Lycopodiella	5HLC	Lycopodiella geometra	3WLSD	
HKPT	Asplenium laetum Sw.	3NHQW	Hymenasplenium laetum (Sw.) L.Regalado & Prada	1	SPECIES	AMBIGUOUS_SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Hymenasplenium	5269	Hymenasplenium laetum	3NHQW	
B9DB3	Dennstaedtia globulifera (Poir.) Hieron.	BDMCN	Mucura globulifera (Poir.) L.A.Triana & Sundue	3	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Dennstaedtiaceae	946	Mucura	BDMC5	Mucura globulifera	BDMCN	
653C6	Adiantum terminatum Kunze ex Miq.	653C6	Adiantum terminatum Kunze ex Miq.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum terminatum	653C6	
3XBWT	Macrothelypteris torresiana (Gaudich.) Ching	3XBWT	Macrothelypteris torresiana (Gaudich.) Ching	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Thelypteridaceae	626PQ	Macrothelypteris	5JQR	Macrothelypteris torresiana	3XBWT	
64RLW	Adiantum ornithopodum C.Presl	64RLW	Adiantum ornithopodum C.Presl	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantum	P9F	Adiantum ornithopodum	64RLW	
4LPC7	Polytaenium lineatum (Sw.) J.Sm.	4LPC7	Polytaenium lineatum (Sw.) J.Sm.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Polytaenium	63P7L	Polytaenium lineatum	4LPC7	
CJXJ	Amauropelta concinna (Willd.) Pic.Serm.	CJXJ	Amauropelta concinna (Willd.) Pic.Serm.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Thelypteridaceae	626PQ	Amauropelta	TBJ	Amauropelta concinna	CJXJ	
5W6VM	Asplenium pumilum Sw.	5W6VM	Asplenium pumilum Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Asplenium	346X	Asplenium pumilum	5W6VM	
DWYS	Anemia phyllitidis (L.) Sw.	DWYS	Anemia phyllitidis (L.) Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Schizaeales	42B	Anemiaceae	6233J	Anemia	VXL	Anemia phyllitidis	DWYS	
HL46	Asplenium otites Link	HL46	Asplenium otites Link	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Aspleniaceae	6TQ	Asplenium	346X	Asplenium otites	HL46	
3WQ9J	Lygodium venustum Sw.	3WQ9J	Lygodium venustum Sw.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Schizaeales	42B	Lygodiaceae	C9R	Lygodium	639RW	Lygodium venustum	3WQ9J	
653TD	Adiantopsis chlorophylla (Sw.) Fée	653TD	Adiantopsis chlorophylla (Sw.) Fée	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Pteridaceae	FCF	Adiantopsis	627W6	Adiantopsis chlorophylla	653TD	
5NDDQ	Ctenitis submarginalis var. tenuifolia (C.Presl) R.S.Viveros & Salino	5NDDQ	Ctenitis submarginalis var. tenuifolia (C.Presl) R.S.Viveros & Salino	1	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Dryopteridaceae	9H9	Ctenitis	3WXY	Ctenitis submarginalis	324ZT	
